,place,category,location
1934,굿모닝홍콩,아시아음식,부산광역시 부산진구 전포동
1935,플랩잭팬트리 연남점,브런치,서울특별시 마포구 연남동
1936,티모아,카페|디저트,부산광역시 영도구 봉래동2가
1937,옛날부대찌개순대국,찌개|전골,경기도 고양시 일산서구
1938,째즈하우스,브런치,경상남도 거제시 동부면
1939,송림개금밀면,한식,부산광역시 사상구 엄궁동
1940,라발스 스카이 카페&amp;바 부산 라발스호텔점,카페,부산광역시 영도구 봉래동1가
1941,육전면사무소 선유도역점,요리주점,서울특별시 영등포구 양평동4가
1942,곱창애막창가,곱창|막창|양,경기도 의정부시 민락동
1943,삼미네벌교꼬막집,한식,경기도 안산시 상록구
1944,고은당,카페|디저트,충청북도 청주시 상당구
1945,어부린,생선회,경기도 안양시 만안구
1946,cafe1441hz,카페,강원도 강릉시 연곡면
1947,모던무드 카페,카페|디저트,경기도 부천시 심곡본동
1948,게방식당,한식,서울특별시 강남구 논현동
1949,퇴촌전골집,한식,경기도 광주시 퇴촌면
1950,한소반청계산점,한식,서울특별시 서초구 신원동
1951,카페호시정,카페|디저트,광주광역시 동구 동명동
1952,미진메밀마을,한식,경기도 양평군 서종면
1953,샘밭촌놈,돼지고기구이,강원도 춘천시 동내면
1954,아리수만찬,한식,서울특별시 영등포구 양화동
1955,더자반 본점,생선구이,전라남도 영암군 삼호읍
1956,포근카페,카페|디저트,경기도 안양시 동안구
1957,카페수석동198,카페|디저트,경기도 남양주시 수석동
1958,서작가초밥집,초밥|롤,제주특별자치도 서귀포시 서귀동
1959,매화쌈밥 오산점,쌈밥,경기도 오산시 세교동
1960,연달,카페|디저트,충청남도 천안시 동남구
1961,소돌이한우소곱창,곱창|막창|양,경기도 의정부시 호원동
1962,1인1잔,카페|디저트,서울특별시 은평구 진관동
1963,라밥 숙대점,종합분식,서울특별시 용산구 갈월동
1964,금돼지식당,돼지고기구이,서울특별시 중구 신당동
1965,그랜빌커피,카페|디저트,경상남도 창원시 성산구
1966,보슬보슬,종합분식,서울특별시 강남구 역삼동
1967,파인힐다이닝하우스,양식,경기도 동두천시 안흥동
1968,라라면가,중식당,서울특별시 성북구 동선동2가
1969,바다는안보여요,카페|디저트,제주특별자치도 제주시 구좌읍
1970,알바트로스커피로스터스,카페,경기도 여주시 능서면
1971,명천마루,카페|디저트,전라북도 무주군 안성면
1972,다기,카페|디저트,부산광역시 수영구 남천동
1973,라이프버거,햄버거,부산광역시 중구 중앙동2가
1974,미월,요리주점,서울특별시 송파구 잠실동
1975,카페나라,카페,경기도 파주시 서패동
1976,잇뽕사계,한식,제주특별자치도 서귀포시 안덕면
1977,원 복집,일식당,경기도 성남시 분당구
1978,한우다이닝 울릉,소고기구이,서울특별시 서초구 서초동
1979,착한아구찜,아귀찜|해물찜,충청남도 당진시 읍내동
1980,단고당,카페|디저트,서울특별시 은평구 대조동
1981,박가네횟집,생선회,강원도 동해시 천곡동
1982,소롯길,카페,강원도 원주시 신림면
1983,고기굽는베베,돼지고기구이,서울특별시 도봉구 방학동
1984,슬로우그로스,카페|디저트,서울특별시 송파구 송파동
1985,티아이티에프,베이커리,대구광역시 동구 용수동
1986,하영호신촌설렁탕,곰탕|설렁탕,서울특별시 강남구 도곡동
1987,페어,카페,서울특별시 마포구 서교동
1988,둥굴림만두,칼국수|만두,경기도 화성시 오산동
1989,원카츠 하단점,돈가스,부산광역시 사하구 하단동
1990,글린정원 동탄점,카페|디저트,경기도 화성시 반송동
1991,대영유통,게요리,강원도 강릉시 주문진읍
1992,신센,일식당,부산광역시 수영구 남천동
1993,지금이곳,카페|디저트,인천광역시 중구 운남동
1994,르몽탁,양식,대전광역시 유성구 죽동
1995,터틀크루,이탈리아음식,경기도 용인시 기흥구
1996,빵다방,카페|디저트,경기도 고양시 덕양구
1997,카페 비더원,카페|디저트,서울특별시 종로구 효제동
1998,흰다정,카페|디저트,강원도 속초시 동명동
1999,카페외갓집,카페,경상남도 거창군 마리면
2000,이모가있는집 본점,찌개|전골,서울특별시 강남구 논현동
2001,일번지횟집,생선회,경상남도 창원시 마산합포구
2002,산내들,한식,충청남도 천안시 서북구
2003,서광식당,브런치,경기도 양주시 장흥면
2004,정돈 강남점,돈가스,서울특별시 강남구 역삼동
2005,대박집,전|빈대떡,강원도 정선군 정선읍
2006,피콜로,스파게티|파스타전문,전라북도 전주시 완산구
2007,윈도우로맨스,카페|디저트,대전광역시 중구 문화동
2008,존맛식당,한식,제주특별자치도 제주시 조천읍
2009,아가사식당,양식,강원도 춘천시 죽림동
2010,라오삐약,아시아음식,서울특별시 마포구 망원동
2011,그루브,카페,제주특별자치도 제주시 한림읍
2012,강릉엄지네꼬막집 발산점,조개요리,서울특별시 강서구 등촌동
2013,연북로 명태명가 삼화점,한식,제주특별자치도 제주시 도련일동
2014,방태막국수 영종마시란점,막국수,인천광역시 중구 덕교동
2015,미스터빠삭 광명역점,미스터빠삭,경기도 광명시 일직동
2016,금화통닭,치킨|닭강정,서울특별시 양천구 신월동
2017,칠봉이짬뽕,중식당,광주광역시 광산구 신가동
2018,해올,한식,경기도 성남시 분당구
2019,칠돈가 표선직영점,돼지고기구이,제주특별자치도 서귀포시 표선면
2020,GHGM 카페,카페|디저트,경기도 용인시 수지구
2021,돈대표,돼지고기구이,제주특별자치도 제주시 조천읍
2022,부엌우동집,우동|소바,부산광역시 기장군 기장읍
2023,서촌스코프,카페|디저트,서울특별시 종로구 누하동
2024,이웃집스시,초밥|롤,경상북도 포항시 남구
2025,진진,중식당,서울특별시 마포구 서교동
2026,에그슬럿 코엑스점,샌드위치,서울특별시 강남구 삼성동
2027,더참김밥전문점 영도점,종합분식,부산광역시 영도구 대교동2가
2028,오제제,일식당,서울특별시 용산구 동자동
2029,대동산삼삼계탕,백숙|삼계탕,대구광역시 서구 비산동
2030,화로품은갈비,돼지고기구이,인천광역시 미추홀구 관교동
2031,호시노 식당,일식당,서울특별시 중구 신당동
2032,카페살레,카페|디저트,제주특별자치도 제주시 우도면
2033,대한해물 운서점,아귀찜|해물찜,인천광역시 중구 운서동
2034,뽀르게따 코엑스몰점,이탈리아음식,서울특별시 강남구 삼성동
2035,송미생아구찜,아귀찜|해물찜,부산광역시 서구 암남동
2036,제레미버거,햄버거,서울특별시 영등포구 양평동4가
2037,사람사는고깃집김일도 사람사는 고깃집 김일도 언주점,육류|고기요리,서울특별시 강남구 논현동
2038,김가방양꼬치,양꼬치,경기도 고양시 일산동구
2039,순수카츠,돈가스,서울특별시 영등포구 당산동3가
2040,계탄집 본점,닭갈비,서울특별시 광진구 자양동
2041,에바돈가츠 양산가천점,돈가스,경상남도 양산시 물금읍
2042,오산상회,카페|디저트,전라북도 군산시 중동
2043,원조나포순대,순대|순댓국,전라북도 군산시 나운2동
2044,대가원,한식,서울특별시 강서구 마곡동
2045,진남횟집 돌산본점,해물|생선요리,전라남도 여수시 돌산읍
2046,따식 갈비&amp;파스타,스파게티|파스타전문,서울특별시 마포구 망원동
2047,멘야고코로,일본식라면,경기도 수원시 영통구
2048,카페 리앤,카페|디저트,경기도 화성시 오산동
2049,토도로끼,일식당,서울특별시 송파구 신천동
2050,경양카츠 익산점,돈가스,전라북도 익산시 영등동
2051,크로키,양식,서울특별시 서대문구 연희동
2052,카페시나브로,카페,경기도 양평군 개군면
2053,산수정 능이버섯백숙,한식,충청북도 음성군 맹동면
2054,우리가고기먹는날,한식,경기도 의정부시 호원동
2055,카페 아를,베이커리,경기도 의정부시 장암동
2056,센츄리플랜트 힐,카페,대구광역시 달서구 대천동
2057,아야아야,카페|디저트,제주특별자치도 제주시 애월읍
2058,째미핑거,카페|디저트,대구광역시 동구 용수동
2059,랭고스버거,햄버거,충청북도 청주시 상당구
2060,라비린스,카페|디저트,충청북도 청주시 상당구
2061,플레이스 지안,카페|디저트,경기도 양주시 백석읍
2062,오드커피LAB,카페|디저트,경상남도 진주시 초전동
2063,원이네소곱창,곱창|막창|양,경기도 의왕시 삼동
2064,수락정,일식당,경기도 의정부시 장암동
2065,맛있는고기에솜씨를더하다,한식,부산광역시 사상구 주례동
2066,금성우동,우동|소바,제주특별자치도 제주시 애월읍
2067,미친부엌,이자카야,제주특별자치도 제주시 삼도이동
2068,미도인 의정부,양식,경기도 의정부시 의정부동
2069,천계닭갈비,닭갈비,경기도 가평군 가평읍
2070,요시다야,일식당,충청북도 청주시 상당구
2071,마녀주방 강남점,이탈리아음식,서울특별시 강남구 역삼동
2072,호호아뜰리에,베이커리,경기도 양평군 양평읍
2073,카페어필,카페,경기도 안양시 동안구
2074,도담도담,한식,경상남도 거제시 아주동
2075,짬뽕깡패꼬짬,중식당,경기도 수원시 영통구
2076,동피랑생선구이,해물|생선요리,경상남도 통영시 동호동
2077,원산면옥,냉면,충청남도 논산시 은진면
2078,설레다과자점,베이커리,강원도 속초시 조양동
2079,핵밥 용인역북점,덮밥,경기도 용인시 처인구
2080,콩남울교실해운분점,국밥,경상남도 창원시 마산합포구
2081,도화곱창,곱창|막창|양,서울특별시 마포구 도화동
2082,잇츠어반 탄방점,테이크아웃커피,대전광역시 서구 탄방동
2083,오늘우리,카페|디저트,대전광역시 서구 가장동
2084,부엌이야기,이탈리아음식,대구광역시 달서구 상인동
2085,8월잇츠어거스트,카페|디저트,서울특별시 성동구 금호동4가
2086,동방미식,중식당,서울특별시 강남구 역삼동
2087,영광정 메밀국수,막국수,강원도 양양군 강현면
2088,청주한우,소고기구이,충청북도 청주시 청원구
2089,국보만두,찌개|전골,경기도 안산시 단원구
2090,Jk캐나다바닷가재,바닷가재요리,대구광역시 수성구 만촌동
2091,요리미치,일식당,경상남도 양산시 물금읍
2092,초안마루,소고기구이,강원도 춘천시 후평동
2093,모이세해장국 노형점,해장국,제주특별자치도 제주시 노형동
2094,긴류오사카 종로직영점,초밥|롤,대구광역시 중구 종로1가
2095,카페 울라,카페|디저트,경상북도 울릉군 북면
2096,포레스트아웃팅스,카페|디저트,경기도 고양시 일산동구
2097,환이네 이태리식당,이탈리아음식,제주특별자치도 서귀포시 안덕면
2098,강완옥당진아구동태찜탕 봉천현대시장점,아귀찜|해물찜,서울특별시 관악구 봉천동
2099,최고당돈가스 용인동백점,돈가스,경기도 용인시 기흥구
2100,초밥정식당,초밥|롤,경상남도 양산시 물금읍
2101,미화식당본점,한식,경기도 화성시 정남면
2102,영동족발3호점,족발|보쌈,서울특별시 서초구 양재동
2103,쿠시마사 판교점,일식당,경기도 성남시 분당구
2104,함덕해물라면오빠네,종합분식,제주특별자치도 제주시 조천읍
2105,항아리쭈꾸미,주꾸미요리,경기도 용인시 처인구
2106,파스타빌라,양식,부산광역시 부산진구 전포동
2107,소반,한식,서울특별시 마포구 서교동
2108,중화일상,중식당,서울특별시 송파구 송파동
2109,장모님뚝배기,해물|생선요리,제주특별자치도 서귀포시 표선면
2110,은주닭갈비,닭갈비,경기도 가평군 가평읍
2111,마시안제빵소,베이커리,인천광역시 중구 덕교동
2112,어라운드자양,이탈리아음식,서울특별시 광진구 자양동
2113,팟타이만,양식,제주특별자치도 제주시 구좌읍
2114,삼육오족발 아주점,족발|보쌈,경상남도 거제시 아주동
2115,청주돈까스,돈가스,충청북도 청주시 상당구
2116,마노커피하우스,카페|디저트,제주특별자치도 서귀포시 중문동
2117,고이정 보리볏짚초벌구이,돼지고기구이,제주특별자치도 제주시 애월읍
2118,보미진 콩이랑두부랑,두부요리,경기도 시흥시 대야동
2119,치히로,일식당,전라북도 전주시 완산구
2120,남동공단떡볶이,떡볶이,인천광역시 남동구 논현동
2121,달둥이네식당,해물|생선요리,제주특별자치도 서귀포시 안덕면
2122,소나무돼지국밥,국밥,부산광역시 북구 구포2동
2123,큰솔가흑돼지,돼지고기구이,제주특별자치도 서귀포시 대포동
2124,상무초밥 익산직영점,초밥|롤,전라북도 익산시 영등동
2125,정음 관평점,일식당,대전광역시 유성구 관평동
2126,마쯔리,일식당,충청북도 충주시 칠금동
2127,송정동핫도그,핫도그,부산광역시 해운대구 송정동
2128,다포어부횟집,생선회,경상남도 거제시 고현동
2129,태백막국수,막국수,강원도 태백시 황지동
2130,올드타운한양,카페|디저트,서울특별시 강남구 역삼동
2131,호재해물칼국수,칼국수|만두,경상남도 양산시 물금읍
2132,라미띠에,프랑스음식,서울특별시 강남구 청담동
2133,키에리,케이크전문,서울특별시 용산구 이태원동
2134,국수한끼,국수,인천광역시 연수구 송도동
2135,천상대게 두정점,게요리,충청남도 천안시 서북구
2136,어등포해녀촌,한식,제주특별자치도 제주시 구좌읍
2137,풀문2,카페,충청북도 청주시 청원구
2138,스시 민,초밥|롤,부산광역시 수영구 남천동
2139,한소반쭈꾸미 송파점,주꾸미요리,서울특별시 송파구 송파동
2140,명성막국수석갈비떡갈비,한식,충청북도 단양군 단양읍
2141,트윈트리,테이크아웃커피,경기도 남양주시 수석동
2142,나곡식당,돈가스,경상북도 울진군 북면
2143,카페 브릴리언트,카페|디저트,경기도 하남시 망월동
2144,제주 정직한돈 한림협재점,돼지고기구이,제주특별자치도 제주시 한림읍
2145,수다레스토랑,카페|디저트,대구광역시 동구 용수동
2146,조밀,양식,경상북도 경주시 황남동
2147,거북횟집,생선회,전라남도 강진군 마량면
2148,저스트텐동,일식당,서울특별시 마포구 연남동
2149,알로하오에,이탈리아음식,경기도 양평군 양서면
2150,시안,양식,제주특별자치도 서귀포시 성산읍
2151,오공복이 경성대부경대점,한식,부산광역시 남구 대연동
2152,온유,카페|디저트,대구광역시 달성군 다사읍
2153,오달매 은평뉴타운점,떡볶이,서울특별시 은평구 진관동
2154,담에랑또,양식,제주특별자치도 서귀포시 서호동
2155,오빠다방 부경대점,테이크아웃커피,부산광역시 남구 대연3동
2156,이랑쌈밥,쌈밥,인천광역시 서구 당하동
2157,예담,한식,제주특별자치도 서귀포시 하예동
2158,라이브와이어커피하우스,카페|디저트,대구광역시 동구 방촌동
2159,달빛부둣가,일식당,제주특별자치도 서귀포시 서귀동
2160,송어의집,생선회,강원도 평창군 평창읍
2161,마부자생삼겹살,돼지고기구이,서울특별시 강서구 마곡동
2162,두산카페,카페,충청북도 단양군 가곡면
2163,주막촌,한식,경기도 양주시 장흥면
2164,원조마늘순대,순대|순댓국,충청북도 단양군 단양읍
2165,시그니엘서울 더 라운지,바(BAR),서울특별시 송파구 신천동
2166,카페토브,카페|디저트,경기도 안양시 동안구
2167,비건카페 패밀리앤프렌즈,카페|디저트,서울특별시 성북구 삼선동2가
2168,어쩌다와인,와인,서울특별시 마포구 서교동
2169,두가시의부엌,한식,제주특별자치도 서귀포시 강정동
2170,돈블랙,돼지고기구이,제주특별자치도 서귀포시 서귀동
2171,그린홀리데이키친,스파게티|파스타전문,인천광역시 강화군 길상면
2172,마루 송도트리플스트리트점,일식당,인천광역시 연수구 송도동
2173,치즈,스파게티|파스타전문,대구광역시 달서구 신당동
2174,중앙동할매닭발,닭발,경상북도 포항시 북구
2175,넉아웃,카페|디저트,부산광역시 부산진구 부전동
2176,우도로93,우동|소바,제주특별자치도 제주시 우도면
2177,사랑방,조개요리,부산광역시 영도구 동삼동
2178,편백마을,한식,서울특별시 강동구 성내동
2179,소소한행복,카페|디저트,경상북도 청송군 진보면
2180,청춘횟집,생선회,전라남도 나주시 빛가람동
2181,박쏘가리,한식,충청북도 단양군 단양읍
2182,라페름 청담점,브런치,서울특별시 강남구 논현동
2183,고즈넉,한식,경상북도 포항시 북구
2184,천마루,중식당,전라북도 무주군 안성면
2185,쌔미쌔미,샌드위치,경기도 김포시 장기동
2186,러스틱스모크하우스,양식,경기도 용인시 처인구
2187,비올레타,카페|디저트,서울특별시 성동구 금호동1가
2188,동명닭집,닭요리,경기도 안산시 단원구
2189,오목집 광화문점,족발|보쌈,서울특별시 종로구 공평동
2190,마린카페,카페,경상남도 창원시 마산합포구
2191,다운타우너 잠실,햄버거,서울특별시 송파구 송파동
2192,고금삼계탕,백숙|삼계탕,제주특별자치도 서귀포시 표선면
2193,해족왕,족발|보쌈,충청남도 천안시 서북구
2194,오퐁드부아,베이커리,대구광역시 달성군 가창면
2195,부산횟집,생선회,경상남도 남해군 서면
2196,구회말 투아웃 소곱창,곱창|막창|양,서울특별시 송파구 잠실동
2197,김치드림,한식,서울특별시 마포구 도화동
2198,포지티브즈통영,카페|디저트,경상남도 통영시 동호동
2199,대안카페 잇다,카페|디저트,충청남도 공주시 중동
2200,브이오오오피커피 건대점,카페|디저트,서울특별시 광진구 자양동
2201,편,소고기구이,서울특별시 도봉구 도봉동
2202,협재밥집술집홍대부부,요리주점,제주특별자치도 제주시 한림읍
2203,꼬막불짬뽕,중식당,충청남도 아산시 초사동
2204,로야토야,일식당,서울특별시 마포구 연남동
2205,하기당,이자카야,서울특별시 은평구 갈현동
2206,밀도 청담점,밀도,서울특별시 강남구 청담동
2207,옛날할머니순두부,두부요리,강원도 속초시 노학동
2208,양평동장군집 부산본점,돼지고기구이,부산광역시 연제구 거제동
2209,카페 노티드 안국,카페|디저트,서울특별시 종로구 재동
2210,어니언 안국,카페|디저트,서울특별시 종로구 계동
2211,김영건 참치,생선회,경기도 의정부시 민락동
2212,텃밭시래기 양천향교직영점,국밥,서울특별시 강서구 등촌동
2213,뼈큰청진동해장국 창원점,한식,경상남도 창원시 성산구
2214,따듯해,스파게티|파스타전문,경기도 김포시 장기동
2215,대광횟집,생선회,서울특별시 동대문구 답십리동
2216,연스시,일식당,서울특별시 광진구 구의동
2217,갓잇 연남점,멕시코|남미음식,서울특별시 마포구 연남동
2218,김삿갓숯불구이,돼지고기구이,경기도 성남시 분당구
2219,위미장가네닭곰탕,곰탕|설렁탕,제주특별자치도 서귀포시 남원읍
2220,더전복,전복요리,제주특별자치도 제주시 도두일동
2221,형제카츠,돈가스,제주특별자치도 제주시 아라1동
2222,뜬,카페|디저트,경상남도 함안군 법수면
2223,릴로,카페|디저트,제주특별자치도 제주시 구좌읍
2224,또다른자아,와인,서울특별시 마포구 연남동
2225,월성소주코너,요리주점,전라남도 여수시 문수동
2226,더플레이트디저트,카페,서울특별시 강남구 논현동
2227,오사카멘치,돈가스,울산광역시 남구 달동
2228,보태닉마켓,다이어트|샐러드,서울특별시 서초구 방배동
2229,연화반점,중식당,경상북도 경산시 대동
2230,솔길따라,카페|디저트,강원도 춘천시 동면
2231,돈사촌 노형점,돼지고기구이,제주특별자치도 제주시 노형동
2232,비스트로 이안,이탈리아음식,부산광역시 사하구 괴정동
2233,바다횟집,생선회,강원도 양양군 강현면
2234,로프카페,카페|디저트,경상북도 포항시 북구
2235,훈남횟집,생선회,제주특별자치도 제주시 조천읍
2236,쿠킹스테어,브런치,울산광역시 북구 신천동
2237,핏제리아도우 by ppk,이탈리아음식,경기도 수원시 영통구
2238,글라글라하와이,양식,제주특별자치도 서귀포시 대정읍
2239,어바웃타임카페,카페|디저트,경상북도 포항시 남구
2240,서리풀식당,족발|보쌈,서울특별시 서초구 서초동
2241,셀러,스파게티|파스타전문,서울특별시 강남구 역삼동
2242,생생대게회직판장,대게요리,강원도 속초시 금호동
2243,향나무촌,오리요리,인천광역시 연수구 연수2동
2244,수변최고돼지국밥,국밥,부산광역시 수영구 민락동
2245,햇살머믄꼬마김밥,종합분식,충청북도 청주시 상당구
2246,명물 춘천 닭갈비,닭갈비,충청남도 당진시 신평면
2247,미리로,카페|디저트,제주특별자치도 제주시 이호1동
2248,도화,요리주점,부산광역시 사상구 괘법동
2249,153도씨,카페|디저트,서울특별시 강서구 마곡동
2250,잇츠돈,돈가스,세종특별자치시 새롬동 341-74
2251,등대샤브샤브칼국수,칼국수|만두,강원도 속초시 동명동
2252,448돈까스,돈가스,경기도 광명시 철산동
2253,키아이,일식당,강원도 춘천시 죽림동
2254,그릴 메이트,한식,서울특별시 강북구 수유동
2255,오페뜨 건대점,카페|디저트,서울특별시 광진구 화양동
2256,미도인 종로,양식,서울특별시 종로구 종로2가
2257,토속촌,백숙|삼계탕,서울특별시 종로구 체부동
2258,볼라바치오,카페|디저트,부산광역시 해운대구 우동
2259,노반타,스파게티|파스타전문,인천광역시 남동구 구월동
2260,백년갈비 달성점,육류|고기요리,대구광역시 달성군 논공읍
2261,커피박스,카페,인천광역시 남동구 만수동
2262,나루멘 마전점,일식당,인천광역시 서구 마전동
2263,어선 일식,일식당,경기도 성남시 분당구
2264,브라운핸즈 도곡점,카페|디저트,서울특별시 강남구 도곡2동
2265,폼포코식당,요리주점,제주특별자치도 서귀포시 성산읍
2266,엘아르카 퀴에스,카페|디저트,대구광역시 달성군 유가읍
2267,스파게티웨스턴,양식,충청남도 천안시 서북구
2268,바나나문,베이커리,서울특별시 강동구 성내동
2269,대동면옥,냉면,강원도 강릉시 주문진읍
2270,n52,베이커리,경기도 성남시 분당구
2271,비치마차,요리주점,부산광역시 수영구 민락동
2272,모찌의하루,카페|디저트,경상북도 경주시 사정동
2273,사리원 냉면&amp;손칼국수,냉면,인천광역시 연수구 연수동
2274,닭갈비봉천막국수,닭갈비,강원도 원주시 봉산동
2275,데레사김밥,종합분식,대구광역시 중구 대봉동
2276,탄탄곱창,곱창|막창|양,부산광역시 해운대구 송정동
2277,옐로우버터드림,카페|디저트,서울특별시 관악구 봉천동
2278,다미국수,국수,부산광역시 연제구 연산동
2279,국수만찬,국수,제주특별자치도 제주시 연동
2280,마라도회식당,생선회,경상북도 포항시 북구
2281,다반사,카페|디저트,전라남도 순천시 승주읍
2282,소소제과,카페|디저트,강원도 강릉시 교동
2283,오토리스시,초밥|롤,경상남도 김해시 봉황동
2284,dp159,카페|디저트,제주특별자치도 서귀포시 대포동
2285,24시국수회관,국수,제주특별자치도 제주시 삼도1동
2286,그레이그라운드,카페|디저트,울산광역시 남구 달동
2287,어느멋진날,카페|디저트,전라남도 여수시 소라면
2288,동해횟집,생선회,경기도 용인시 처인구
2289,뜻밖의발견,카페|디저트,제주특별자치도 서귀포시 강정동
2290,트레이,브런치,서울특별시 마포구 성산동
2291,막내제수씨,한식,강원도 영월군 영월읍
2292,로코하와이,퓨전음식,경기도 의정부시 의정부동
2293,전복한상,해물|생선요리,서울특별시 노원구 하계동
2294,수하담,카페,경기도 성남시 분당구
2295,아차산매운떡볶이,떡볶이,서울특별시 성북구 동선동1가
2296,토템오어,차,제주특별자치도 제주시 한경면
2297,표선수제돈까스,돈가스,제주특별자치도 서귀포시 표선면
2298,카페모들,카페|디저트,제주특별자치도 제주시 애월읍
2299,오팔공,조개요리,전라남도 여수시 종화동
2300,팔각동,중식당,서울특별시 송파구 방이동
2301,후꾸스시,초밥|롤,대구광역시 수성구 지산동
2302,카페오하이,카페,경상북도 경주시 황남동
2303,아빠불고기,한식,경기도 안성시 아양동
2304,그린기사,기사식당,제주특별자치도 제주시 연동
2305,백미초밥,초밥|롤,인천광역시 연수구 연수동
2306,희양양 연동점,양꼬치,제주특별자치도 제주시 연동
2307,핑크핑크해,카페|디저트,전라남도 목포시 옥암동
2308,아우어베이커리 세종나성점,베이커리,세종특별자치시 나성동 206
2309,카페레토리카,카페|디저트,경기도 오산시 오산동
2310,카페림이티드,카페|디저트,서울특별시 서초구 방배동
2311,열정떡볶이 홍대본점,종합분식,서울특별시 마포구 서교동
2312,청평K 숯불닭갈비막국수,닭갈비,경기도 가평군 조종면
2313,달그릇 공방,브런치,경상북도 구미시 봉곡동
2314,옥토버21,베이커리,경상북도 영덕군 영덕읍
2315,아키야마,이자카야,서울특별시 성동구 성수2가3동
2316,금능식당,해물|생선요리,제주특별자치도 제주시 한림읍
2317,박승광해물손칼국수,칼국수|만두,경기도 수원시 장안구
2318,게섯거라,게요리,강원도 고성군 토성면
2319,오드랑베이커리,베이커리,제주특별자치도 제주시 조천읍
2320,매드독스,피자,부산광역시 수영구 민락동
2321,너의냠냠버거,햄버거,서울특별시 성북구 성북동1가
2322,초밥집 삼초,초밥|롤,경기도 광명시 소하동
2323,가장맛있는곱창 부추곱창,곱창|막창|양,서울특별시 서대문구 창천동
2324,편대장영화식당 롯데백화점 상인점,육류|고기요리,대구광역시 달서구 상인동
2325,까망감,카페|디저트,전라남도 담양군 용면
2326,월포백번횟집,생선회,경상북도 포항시 북구
2327,코나하우스,카페,경상남도 남해군 남면
2328,화덕피자앤떡볶이,피자,서울특별시 중구 명동2가
2329,하쿠마이텐동,일식당,서울특별시 은평구 갈현동
2330,키치니토 키친,브런치,부산광역시 해운대구 송정동
2331,딤딤섬 신세계백화점 센텀시티점,딤섬|중식만두,부산광역시 해운대구 우동
2332,마스터스시,일식당,경상남도 통영시 광도면
2333,40days,양식,서울특별시 강남구 신사동
2334,하야미,한식,충청남도 당진시 신평면
2335,고베화로,소고기구이,경기도 화성시 반송동
2336,마당집,한식,제주특별자치도 제주시 한림읍
2337,타도삼겹 금호점,돼지고기구이,서울특별시 성동구 금호동4가
2338,마라도해물탕&amp;찜  수원인계동직영점,매운탕|해물탕,경기도 수원시 팔달구
2339,이월로스터스 마석점,카페|디저트,경기도 남양주시 화도읍
2340,카츠탄탄,돈가스,경상남도 양산시 물금읍
2341,수용성,카페,경기도 용인시 기흥구
2342,덕남,카페|디저트,경상북도 청도군 화양읍
2343,풍천숯불민물장어,장어|먹장어요리,경상북도 포항시 북구
2344,원담,생선회,제주특별자치도 제주시 이도일동
2345,은이네커피,카페|디저트,서울특별시 강동구 천호동
2346,어느덧 봄,카페|디저트,경기도 광주시 쌍령동
2347,슬로우터틀 동성로점,카페|디저트,대구광역시 중구 봉산동
2348,초가헌,카페|디저트,제주특별자치도 서귀포시 표선면
2349,케이크 러버스,카페|디저트,인천광역시 중구 인현동
2350,벽오동,한식,전라남도 순천시 덕월동
2351,그린바스켓 일산점,브런치,경기도 고양시 일산서구
2352,형아네,초밥|롤,경기도 부천시 상동
2353,카페 모카힐,카페|디저트,전라남도 여수시 고소동
2354,식목일,카페|디저트,경상남도 함안군 함안면
2355,매화마름,카페,인천광역시 강화군 길상면
2356,달링하버 디저트 카페,카페|디저트,강원도 원주시 무실동
2357,조가네갑오징어 청계산점,오징어요리,경기도 성남시 수정구
2358,용마커피,카페,서울특별시 관악구 봉천동
2359,달달공작소,카페|디저트,경기도 안성시 금산동
2360,티테라피,카페,서울특별시 종로구 안국동
2361,소문난막창,곱창|막창|양,대구광역시 동구 지저동
2362,스텔 베이커리앤브런치,베이커리,제주특별자치도 서귀포시 대정읍
2363,소호스시,초밥|롤,경상남도 진주시 가좌동
2364,충남식당,해물|생선요리,제주특별자치도 서귀포시 성산읍
2365,아름다운한강,한식,서울특별시 송파구 가락동
2366,문문선,브런치,제주특별자치도 제주시 이도2동
2367,삼백돈돈가츠 울산 남구점,돈가스,울산광역시 남구 달동
2368,Ginos NY Pizza,피자,서울특별시 용산구 이태원동
2369,옹근달,카페|디저트,서울특별시 성동구 성수동2가
2370,마천흑돼지,돼지고기구이,경상남도 진주시 초전동
2371,하루와규 동탄직영점,소고기구이,경기도 화성시 반송동
2372,텐동요츠야,일식당,서울특별시 관악구 봉천동
2373,C72 PASTA,스파게티|파스타전문,경기도 부천시 상동
2374,베로키오 커피,카페,경기도 고양시 덕양구
2375,도쿄화로,이자카야,서울특별시 강서구 화곡동
2376,해변수산,생선회,경기도 고양시 일산동구
2377,보롬왓 카페,카페,제주특별자치도 서귀포시 표선면
2378,야끼소바 니주마루,일식당,서울특별시 송파구 송파동
2379,봄의정원,와인,서울특별시 성동구 성수동1가
2380,브런치포유,이탈리아음식,전라남도 여수시 수정동
2381,롤링파스타 대전은행점,이탈리아음식,대전광역시 중구 은행동
2382,광안전골,곱창|막창|양,부산광역시 수영구 광안동
2383,식구,일식당,서울특별시 은평구 대조동
2384,봄앤봄,스파게티|파스타전문,충청남도 천안시 서북구
2385,그때그집,한식,전라남도 여수시 교동
2386,그믐족발 성수점,족발|보쌈,서울특별시 성동구 성수동2가
